﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
MEULAN-HARDRICOURT;87381830;JOB;2024-01-16;2024;J;J6;De 16h à 20h;344
LE-PERRAY;87393298;DIM;2024-01-21;2024;N;N;De 6h à 10h;61
MAISONS-ALFORT-ALFORTVILLE;87681155;SAM;2024-02-03;2024;D;D;Après 20h;2008
LE-PERRAY;87393298;SAM;2024-01-20;2024;N;N;Après 20h;34
MITRY-CLAYE;87271528;SAM;2019-03-16;2019;B;B;De 10h à 16h;1160
LE-PERRAY;87393298;SAM;2024-01-20;2024;N;N;De 16h à 20h;135
MITRY-CLAYE;87271528;SAM;2024-01-20;2024;K;K;De 10h à 16h;84
LE-PLESSIS-BELLEVILLE;87271551;SAM;2024-01-20;2024;K;K;De 6h à 10h;49
MANTES-LA-JOLIE;87381509;SAM;2024-01-20;2024;N;N;De 10h à 16h;373
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;SAM;2022-03-19;2022;E;E;De 6h à 10h;1531
SURESNES-MONT-VALERIEN;87382374;DIM;2024-04-28;2024;U;U;Avant 6h;0
LE-STADE;87381095;DIM;2024-01-21;2024;J;J4;De 10h à 16h;1036
MONTEREAU;87682302;DIM;2024-01-21;2024;R;R;Après 20h;200
LES-ARDOINES;87492108;SAM;2025-08-02;2025;C;C;Après 20h;299
SURESNES-MONT-VALERIEN;87382374;SAM;2024-01-20;2024;L;L2;Avant 6h;17
LES-ARDOINES;87492108;SAM;2025-08-02;2025;C;C;De 16h à 20h;746
MORMANT;87116087;DIM;2023-11-19;2023;P;P;De 6h à 10h;34
LES-COQUETIERS;87113845;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;222
MASSY-PALAISEAU;87393579;DIM;2025-09-02;2025;C;C;De 6h à 10h;113
LES-MUREAUX;87386680;SAM;2021-04-12;2021;J;J5;De 16h à 20h;586
MOULIN-GALANT;87681403;DIM;2024-03-03;2024;D;D;Après 20h;22
LES-PAVILLONS-SOUS-BOIS;87113852;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;699
MASSY-VERRIERES;87383281;JOB;2025-11-02;2025;C;C;De 10h à 16h;131
LES-VALLEES;87386300;SAM;2024-01-20;2024;L;L3;De 16h à 20h;1575
NANGIS;87116095;DIM;2023-11-19;2023;P;P;Après 20h;42
LES-YVRIS-NOISY-LE-GRAND;87113803;DIM;2022-03-20;2022;E;E;De 10h à 16h;202
MELUN;87682005;SAM;2024-02-03;2024;D;D;De 6h à 10h;833
LIEUSAINT-MOISSY;87682153;DIM;2024-03-03;2024;D;D;De 10h à 16h;1411
TOURNAN;87116210;JOB;2023-11-14;2023;P;P;De 16h à 20h;252
LISIERE-PEREIRE;87733683;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;196
MERY-SUR-OISE;87276667;DIM;2024-01-21;2024;H;H;Avant 6h;14
LIVRY-SUR-SEINE;87682401;SAM;2024-01-20;2024;R;R;De 10h à 16h;61
TRIEL-SUR-SEINE;87381806;SAM;2024-01-20;2024;J;J6;De 10h à 16h;337
LOUVRES;87276253;DIM;2024-03-03;2024;D;D;De 10h à 16h;591
NEUVILLE-UNIVERSITE;87334482;DIM;2022-11-20;2022;A;A;De 10h à 16h;601
LUZARCHES;87276576;JOB;2024-01-16;2024;H;H;Avant 6h;26
MONTARGIS;87684001;SAM;2024-01-20;2024;R;R;Avant 6h;75
MAGENTA;87281873;JOB;2022-03-22;2022;E;E;De 16h à 20h;20010
MONTGEROULT-COURCELLES;87381160;JOB;2024-01-16;2024;J;J6;Après 20h;0
MAISONS-ALFORT-ALFORTVILLE;87681155;JOB;2024-05-03;2024;D;D;De 6h à 10h;9767
NOISY-LE-ROI;87733659;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;160
MAISSE;87681486;JOB;2024-12-03;2024;D;D;Avant 6h;16
MONTREUIL;87382879;JOB;2024-01-16;2024;L;L2;De 16h à 20h;875
MALESHERBES;87684415;SAM;2024-02-03;2024;D;D;Avant 6h;26
VANVES-MALAKOFF;87391532;DIM;2024-01-21;2024;N;N;Après 20h;88
MANTES-LA-JOLIE;87381509;DIM;2021-05-12;2021;J;J5;De 10h à 16h;611
MORET-VENEUX-LES-SABLONS;87682278;SAM;2024-01-20;2024;R;R;Après 20h;93
MANTES-LA-JOLIE;87381509;JOB;2024-01-16;2024;J;J6;De 10h à 16h;792
VERNOU-SUR-SEINE;87682468;DIM;2024-01-21;2024;R;R;Après 20h;1
MANTES-STATION;87381590;DIM;2021-05-12;2021;J;J5;De 6h à 10h;50
MOUROUX;87116285;JOB;2023-11-14;2023;P;P;De 10h à 16h;27
MANTES-STATION;87381590;SAM;2024-01-20;2024;J;J6;Après 20h;22
VERSAILLES-CHANTIERS;87393009;DIM;2024-01-21;2024;N;N;De 16h à 20h;2309
MARCHEZAIS-BROUE;87393470;SAM;2024-01-20;2024;N;N;Après 20h;11
NOISY-LE-SEC;87113217;DIM;2022-03-20;2022;E;E;Après 20h;1107
MARLY-LE-ROI;87382465;SAM;2024-01-20;2024;L;L2;Avant 6h;23
VERT-GALANT;87271437;JOB;2023-10-10;2023;B;B;De 10h à 16h;2786
MARLY-LE-ROI;87382465;SAM;2024-01-20;2024;L;L2;De 16h à 20h;398
VIGNEUX-SUR-SEINE;87681304;JOB;2024-05-03;2024;D;D;Avant 6h;663
MASSY-EUROPE;87725465;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;228
VILLAINES;87272021;JOB;2024-01-16;2024;H;H;De 6h à 10h;112
MASSY-PALAISEAU;87393579;DIM;2024-01-12;2024;T12;T12;Avant 6h;27
NEUILLY-PORTE-MAILLOT;87381020;DIM;2025-09-02;2025;C;C;Avant 6h;6
MASSY-PALAISEAU;87393579;DIM;2024-01-12;2024;T12;T12;De 6h à 10h;222
VILLENNES-SUR-SEINE;87386649;SAM;2021-04-12;2021;J;J5;De 10h à 16h;312
MASSY-PALAISEAU;87393579;JOB;2024-11-26;2024;T12;T12;Après 20h;411
NOGENT-L'ARTAUD-CHARLY;87116566;JOB;2023-09-19;2023;P;P;Après 20h;11
MAURECOURT;87381483;SAM;2024-01-20;2024;J;J6;De 6h à 10h;147
NOGENT-L'ARTAUD-CHARLY;87116566;JOB;2023-09-19;2023;P;P;Avant 6h;75
MAURICE-AUDIN;87704270;JOB;2021-09-21;2021;T4;T4;Avant 6h;55
OSNY;87381145;JOB;2024-01-16;2024;J;J6;De 6h à 10h;609
MEAUX;87116103;SAM;2023-11-18;2023;P;P;De 6h à 10h;1803
NOINTEL-MOURS;87276758;SAM;2024-01-20;2024;H;H;De 16h à 20h;62
MERIEL;87276675;JOB;2024-01-16;2024;H;H;Avant 6h;24
ORLY-VILLE;87546200;DIM;2025-09-02;2025;C;C;Après 20h;65
MEUDON;87393108;DIM;2024-01-21;2024;N;N;Avant 6h;0
PARIS-GARE-DE-LYON;87686030;DIM;2024-03-03;2024;D;D;Après 20h;7169
MEUDON;87393108;JOB;2024-01-16;2024;N;N;De 16h à 20h;696
ORRY-LA-VILLE-COYE;87276279;JOB;2024-05-03;2024;D;D;De 16h à 20h;175
MEULAN-HARDRICOURT;87381830;DIM;2024-01-21;2024;J;J6;De 10h à 16h;354
PARIS-GARE-DE-LYON;87686030;JOB;2024-01-16;2024;R;R;Après 20h;4152
MONTARGIS;87684001;JOB;2024-01-16;2024;R;R;De 16h à 20h;385
CREIL;87276006;SAM;2024-01-20;2024;H;H;De 16h à 20h;114
MONTEREAU;87682302;JOB;2024-01-16;2024;R;R;De 10h à 16h;962
PONT-DU-GARIGLIANO-HOPITAL-EUROPEEN-G.-POMPIDOU;87393322;SAM;2025-08-02;2025;C;C;De 6h à 10h;238
MONTGERON-CROSNE;87682104;JOB;2024-05-03;2024;D;D;Avant 6h;151
DOMONT;87276436;SAM;2024-01-20;2024;H;H;De 16h à 20h;558
MONTGERON-CROSNE;87682104;SAM;2024-02-03;2024;D;D;De 10h à 16h;1460
RIS-ORANGIS;87681338;JOB;2024-12-03;2024;D;D;De 6h à 10h;984
MONTGEROULT-COURCELLES;87381160;JOB;2024-01-16;2024;J;J6;De 16h à 20h;7
PONTHIERRY-PRINGY;87682526;JOB;2024-02-04;2024;D;D;Après 20h;12
MONTGEROULT-COURCELLES;87381160;JOB;2024-01-16;2024;J;J6;De 6h à 10h;22
DOURDAN-LA-FORET;87540179;JOB;2025-06-02;2025;C;C;De 16h à 20h;376
MONTIGNY-BEAUCHAMP;87276089;JOB;2024-01-16;2024;H;H;De 10h à 16h;1008
PONTOISE;87276139;SAM;2025-08-02;2025;C;C;De 6h à 10h;303
MONTIGNY-SUR-LOING;87684100;DIM;2024-01-21;2024;R;R;De 10h à 16h;156
DREUX;87393488;SAM;2024-01-20;2024;N;N;Avant 6h;81
MONTIGNY-SUR-LOING;87684100;JOB;2024-01-16;2024;R;R;Avant 6h;18
EPINAY-SUR-ORGE;87545228;DIM;2024-01-12;2024;T12;T12;De 6h à 10h;140
MONTIGNY-SUR-LOING;87684100;JOB;2024-01-16;2024;R;R;De 16h à 20h;69
EPINAY-VILLETANEUSE;87271122;DIM;2021-11-21;2021;T11;T11;De 6h à 10h;278
MONTRY-CONDE;87116400;JOB;2023-09-19;2023;P;P;Après 20h;0
PUTEAUX;87382382;SAM;2024-01-20;2024;L;L2;De 16h à 20h;719
MONTSOULT-MAFFLIERS;87276493;DIM;2024-01-21;2024;H;H;De 6h à 10h;101
EPLUCHES;87276147;DIM;2024-01-21;2024;H;H;De 16h à 20h;29
MONTSOULT-MAFFLIERS;87276493;JOB;2024-01-16;2024;H;H;De 16h à 20h;682
ROSA-PARKS;87654798;DIM;2022-03-20;2022;E;E;De 6h à 10h;709
MORET-VENEUX-LES-SABLONS;87682278;SAM;2024-01-20;2024;R;R;De 6h à 10h;351
EPONE-MEZIERES;87386763;DIM;2021-05-12;2021;J;J5;De 10h à 16h;195
MORMANT;87116087;JOB;2023-11-14;2023;P;P;De 10h à 16h;142
ROSNY-BOIS-PERRIER;87113696;DIM;2022-03-20;2022;E;E;De 10h à 16h;2018
MORMANT;87116087;SAM;2023-11-18;2023;P;P;De 6h à 10h;98
RIS-ORANGIS;87681338;SAM;2024-02-03;2024;D;D;De 6h à 10h;312
MOULIN-GALANT;87681403;SAM;2024-02-03;2024;D;D;De 10h à 16h;229
ROISSY-EN-BRIE;87116038;JOB;2022-03-22;2022;E;E;De 6h à 10h;2821
MOUROUX;87116285;DIM;2023-11-19;2023;P;P;Après 20h;4
SAINT-CHERON;87545509;JOB;2025-06-02;2025;C;C;De 10h à 16h;199
NANTEUIL-LE-HAUDOUIN;87271577;SAM;2024-01-20;2024;K;K;Après 20h;7
ERAGNY-NEUVILLE;87381418;JOB;2024-01-16;2024;J;J6;De 16h à 20h;307
NANTEUIL-SAACY;87116558;SAM;2023-09-16;2023;P;P;De 10h à 16h;194
RUNGIS-LA-FRATERNELLE;87546291;SAM;2025-08-02;2025;C;C;De 6h à 10h;29
NEMOURS-SAINT-PIERRE;87684126;JOB;2024-01-16;2024;R;R;De 6h à 10h;739
SAINT-CLOUD;87382358;JOB;2024-04-23;2024;U;U;De 6h à 10h;1042
NOISY-LE-SEC;87113217;SAM;2022-03-19;2022;E;E;De 6h à 10h;3744
ETRECHY;87545145;JOB;2025-06-02;2025;C;C;De 6h à 10h;932
ORANGIS-BOIS-DE-L'EPINE;87681346;DIM;2024-03-03;2024;D;D;De 16h à 20h;482
SAINT-CYR;87393223;DIM;2024-04-28;2024;U;U;De 16h à 20h;259
ORMOY-VILLERS;87271585;SAM;2024-01-20;2024;K;K;Après 20h;0
FERME-NEUVE;87745851;SAM;2024-11-30;2024;T12;T12;De 6h à 10h;128
ORMOY-VILLERS;87271585;SAM;2024-01-20;2024;K;K;De 6h à 10h;4
SAINT-DENIS;87271015;SAM;2024-01-20;2024;H;H;De 10h à 16h;5818
ORRY-LA-VILLE-COYE;87276279;SAM;2024-02-03;2024;D;D;De 16h à 20h;83
GAGNY;87113514;DIM;2022-03-20;2022;E;E;Avant 6h;47
OZOIR-LA-FERRIERE;87116020;DIM;2022-03-20;2022;E;E;De 10h à 16h;553
SAINT-LEU-LA-FORET;87276600;DIM;2024-01-21;2024;H;H;De 16h à 20h;387
PARC-DU-CHATEAU;87745786;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;219
SAINT-CYR;87393223;SAM;2023-10-14;2023;T13;T13;De 6h à 10h;72
PARIS-AUSTERLITZ;87547026;JOB;2025-06-02;2025;C;C;Avant 6h;87
SAINT-MICHEL-SUR-ORGE;87545202;DIM;2025-09-02;2025;C;C;De 16h à 20h;555
PARIS-EST;87113001;DIM;2023-11-19;2023;P;P;De 16h à 20h;6682
SAINT-OUEN-L'AUMONE;87276105;DIM;2024-01-21;2024;H;H;Avant 6h;24
PARIS-EST;87113001;JOB;2023-11-14;2023;P;P;De 6h à 10h;3324
INVALIDES;87393033;SAM;2025-08-02;2025;C;C;De 10h à 16h;3747
PARIS-EST;87113001;SAM;2022-03-19;2022;E;E;Après 20h;0
ISLES-ARMENTIERES-CONGIS;87116616;JOB;2023-09-19;2023;P;P;De 16h à 20h;15
PARIS-EST;87113001;SAM;2023-11-18;2023;P;P;Avant 6h;79
SARTROUVILLE;87386417;JOB;2022-11-30;2022;A;A;De 6h à 10h;6035
PARIS-GARE-DU-NORD;87271031;DIM;2024-01-21;2024;K;K;De 6h à 10h;57
IVRY-SUR-SEINE;87545301;JOB;2025-11-02;2025;C;C;De 10h à 16h;1722
PARIS-GARE-DU-NORD;87271031;JOB;2023-10-10;2023;B;B;Après 20h;14959
SAVIGNY-LE-TEMPLE-NANDY;87682187;SAM;2024-02-03;2024;D;D;De 16h à 20h;872
PARIS-GARE-DU-NORD;87271031;JOB;2024-01-16;2024;K;K;Après 20h;447
LA-BARRE-ORMESSON;87271171;SAM;2024-01-20;2024;H;H;De 16h à 20h;888
PARIS-GARE-DU-NORD;87271031;SAM;2024-01-20;2024;H;H;De 10h à 16h;16834
SERMAISE;87545517;DIM;2025-09-02;2025;C;C;Après 20h;3
PARIS-GARE-DU-NORD;87271031;SAM;2024-01-20;2024;H;H;De 6h à 10h;4904
LA-DEFENSE;87382218;JOB;2024-01-16;2024;L;L2;De 16h à 20h;17913
PARIS-MONTPARNASSE;87391003;SAM;2024-01-20;2024;N;N;De 16h à 20h;8999
SEUGY;87272039;JOB;2024-01-16;2024;H;H;Avant 6h;1
PARIS-SAINT-LAZARE;87384008;DIM;2024-01-21;2024;J;J4;Après 20h;3560
LA-GARENNE-COLOMBES;87386003;JOB;2024-01-16;2024;L;L3;De 10h à 16h;1669
PARIS-SAINT-LAZARE;87384008;JOB;2024-01-16;2024;L;L3;Après 20h;4190
SEVRES-RIVE-GAUCHE;87393124;DIM;2024-01-21;2024;N;N;De 6h à 10h;79
PARIS-SAINT-LAZARE;87384008;SAM;2024-01-20;2024;L;L2;Après 20h;4939
STADE-DE-FRANCE-SAINT-DENIS;87164780;DIM;2024-03-03;2024;D;D;Avant 6h;11
PETIT-JOUY-LES-LOGES;87393504;SAM;2025-08-02;2025;C;V;De 10h à 16h;44
LA-VERRIERE;87393256;SAM;2024-04-27;2024;U;U;Avant 6h;35
PETIT-JOUY-LES-LOGES;87393504;SAM;2025-08-02;2025;C;V;De 16h à 20h;42
LE-BOURGET;87271395;JOB;2021-11-23;2021;T11;T11;De 16h à 20h;2237
PETIT-VAUX;87393652;SAM;2024-11-30;2024;T12;T12;Après 20h;16
TACOIGNIERES-RICHEBOURG;87393454;DIM;2024-01-21;2024;N;N;De 16h à 20h;76
PIERREFITTE-STAINS;87271163;JOB;2024-05-03;2024;D;D;De 6h à 10h;7193
LE-CHENAY-GAGNY;87113522;DIM;2022-03-20;2022;E;E;De 16h à 20h;533
PIERRELAYE;87276097;DIM;2024-01-21;2024;H;H;De 16h à 20h;166
TOURNAN;87116210;DIM;2023-11-19;2023;P;P;Après 20h;52
LARDY;87545160;DIM;2025-09-02;2025;C;C;De 10h à 16h;230
TOURNAN;87116210;JOB;2022-03-22;2022;E;E;De 6h à 10h;1078
PONT-DE-L'ALMA;87393041;JOB;2025-06-02;2025;C;C;De 16h à 20h;4052
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;SAM;2022-03-19;2022;E;E;De 16h à 20h;1524
LE-BOURGET;87271395;JOB;2023-10-10;2023;B;B;De 10h à 16h;6192
SAINT-MARTIN-D'ETAMPES;87545350;DIM;2025-09-02;2025;C;C;Avant 6h;13
PONTOISE;87276139;JOB;2025-06-02;2025;C;C;Après 20h;101
SAINT-MICHEL-NOTRE-DAME;87547315;JOB;2025-06-02;2025;C;C;Après 20h;4163
LE-BRAS-DE-FER;87681395;DIM;2024-03-03;2024;D;D;De 16h à 20h;554
SAINT-MICHEL-NOTRE-DAME;87547315;JOB;2025-06-02;2025;C;C;De 16h à 20h;18660
PRECY-SUR-OISE;87276410;JOB;2024-01-16;2024;H;H;De 10h à 16h;12
LE-VAL-D'OR;87382366;DIM;2024-01-21;2024;L;L2;Après 20h;89
LE-BRAS-DE-FER;87681395;SAM;2024-02-03;2024;D;D;De 16h à 20h;640
PRECY-SUR-OISE;87276410;SAM;2024-01-20;2024;H;H;Après 20h;1
PRECY-SUR-OISE;87276410;SAM;2024-01-20;2024;H;H;De 10h à 16h;15
PROVINS;87116160;DIM;2023-11-19;2023;P;P;Après 20h;40
LE-STADE;87381095;SAM;2024-01-20;2024;J;J4;Après 20h;260
PUTEAUX;87382382;DIM;2024-01-21;2024;L;L2;De 10h à 16h;763
LES-ESSARTS-LE-ROI;87393280;SAM;2024-01-20;2024;N;N;De 16h à 20h;149
PUTEAUX;87382382;SAM;2024-01-20;2024;L;L2;De 10h à 16h;1013
RIS-ORANGIS;87681338;SAM;2024-02-03;2024;D;D;De 10h à 16h;481
LIEUSAINT-MOISSY;87682153;JOB;2024-05-03;2024;D;D;Avant 6h;476
ROUGEMONT-CHANTELOUP;87431791;DIM;2021-12-09;2021;T4;T4;Après 20h;114
LONGJUMEAU;87393611;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;213
SAINT-CLOUD;87382358;JOB;2024-01-16;2024;L;L2;Avant 6h;44
LOUVECIENNES;87382457;SAM;2024-01-20;2024;L;L2;Après 20h;69
SAINT-CYR;87393223;SAM;2024-01-20;2024;N;N;De 16h à 20h;850
SAINT-DENIS;87271015;DIM;2024-03-03;2024;D;D;Avant 6h;292
MAGENTA;87281873;JOB;2022-03-22;2022;E;E;De 10h à 16h;11614
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;JOB;2023-10-19;2023;T13;T13;De 16h à 20h;290
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;JOB;2024-01-16;2024;L;L2;De 10h à 16h;439
MANTES-LA-JOLIE;87381509;DIM;2021-05-12;2021;J;J5;De 6h à 10h;259
SAINT-OUEN-L'AUMONE;87276105;SAM;2024-01-20;2024;H;H;Après 20h;161
MANTES-STATION;87381590;DIM;2024-01-21;2024;J;J6;De 16h à 20h;112
MANTES-STATION;87381590;JOB;2024-01-16;2024;J;J6;De 16h à 20h;284
MANTES-STATION;87381590;SAM;2021-04-12;2021;J;J5;De 6h à 10h;86
MAREIL-SUR-MAULDRE;87381715;DIM;2024-01-21;2024;N;N;De 6h à 10h;10
MAREIL-SUR-MAULDRE;87381715;JOB;2024-01-16;2024;N;N;De 10h à 16h;41
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;JOB;2025-06-02;2025;C;C;Avant 6h;26
MAROLLES-EN-HUREPOIX;87545186;SAM;2025-08-02;2025;C;C;De 16h à 20h;133
SAINTE-GENEVIEVE-DES-BOIS;87545210;DIM;2025-09-02;2025;C;C;De 10h à 16h;1057
SANNOIS;87276188;DIM;2024-01-21;2024;J;J4;De 10h à 16h;1182
SARCELLES-SAINT-BRICE;87276386;DIM;2024-01-21;2024;H;H;De 16h à 20h;1117
SARTROUVILLE;87386417;JOB;2022-11-30;2022;A;A;Avant 6h;395
SAVIGNY-SUR-ORGE;87545236;DIM;2025-09-02;2025;C;C;De 16h à 20h;938
SERMAISE;87545517;DIM;2025-09-02;2025;C;C;Avant 6h;1
COTEAUX-DE-L'ORGE;87745794;DIM;2024-01-12;2024;T12;T12;De 16h à 20h;118
MAULE;87381723;DIM;2024-01-21;2024;N;N;Après 20h;17
SEUGY;87272039;SAM;2024-01-20;2024;H;H;De 16h à 20h;27
COUILLY-SAINT-GERMAIN-QUINCY;87116731;DIM;2023-09-17;2023;P;P;De 10h à 16h;36
MAURICE-AUDIN;87704270;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;698
SEVRES-RIVE-GAUCHE;87393124;SAM;2024-01-20;2024;N;N;Après 20h;113
CRECY-LA-CHAPELLE;87116772;SAM;2023-09-16;2023;P;P;Après 20h;11
STAINS-LA-CERISAIE;87697334;SAM;2021-11-20;2021;T11;T11;De 10h à 16h;820
CROUY-SUR-OURCQ;87116640;DIM;2023-09-17;2023;P;P;De 10h à 16h;53
MONTARGIS;87684001;JOB;2024-01-16;2024;R;R;Après 20h;87
SURESNES-MONT-VALERIEN;87382374;DIM;2024-01-21;2024;L;L2;Avant 6h;20
DORDIVES;87684233;JOB;2024-01-16;2024;R;R;Après 20h;7
MONTEREAU;87682302;SAM;2024-01-20;2024;R;R;Avant 6h;146
SURESNES-MONT-VALERIEN;87382374;JOB;2024-04-23;2024;U;U;Avant 6h;2
DOURDAN-LA-FORET;87540179;SAM;2025-08-02;2025;C;C;De 6h à 10h;9
MONTGERON-CROSNE;87682104;JOB;2024-05-03;2024;D;D;Après 20h;169
TRAPPES;87393835;JOB;2024-01-16;2024;N;N;Avant 6h;88
MONTGEROULT-COURCELLES;87381160;SAM;2024-01-20;2024;J;J6;De 16h à 20h;6
TRIE-CHATEAU;87381236;SAM;2024-01-20;2024;J;J6;De 10h à 16h;9
NANGIS;87116095;DIM;2023-11-19;2023;P;P;De 16h à 20h;179
NANTEUIL-LE-HAUDOUIN;87271577;DIM;2024-01-21;2024;K;K;Après 20h;6
VAL-DE-FONTENAY;87113712;SAM;2022-03-19;2022;E;E;Après 20h;2386
VALMONDOIS;87276535;DIM;2024-01-21;2024;H;H;Avant 6h;5
EPINAY-VILLETANEUSE;87271122;JOB;2021-11-23;2021;T11;T11;De 16h à 20h;1743
VALMONDOIS;87276535;SAM;2024-01-20;2024;H;H;Après 20h;44
EPONE-MEZIERES;87386763;JOB;2025-01-04;2025;J;J5;De 6h à 10h;1370
NOGENT-L'ARTAUD-CHARLY;87116566;JOB;2023-09-19;2023;P;P;De 10h à 16h;126
NOINTEL-MOURS;87276758;DIM;2024-01-21;2024;H;H;De 6h à 10h;44
ERMONT-EAUBONNE;87276055;SAM;2025-08-02;2025;C;C;De 6h à 10h;685
NOISY-LE-SEC;87113217;JOB;2022-03-22;2022;E;E;De 16h à 20h;7580
VILLENNES-SUR-SEINE;87386649;SAM;2021-04-12;2021;J;J5;De 16h à 20h;196
ETRECHY;87545145;JOB;2025-06-02;2025;C;C;De 16h à 20h;219
ETRECHY;87545145;SAM;2025-08-02;2025;C;C;Avant 6h;11
EVRY-COURCOURONNES;87681387;SAM;2024-02-03;2024;D;D;Après 20h;1256
PARIS-AUSTERLITZ;87547026;JOB;2025-11-02;2025;C;C;De 10h à 16h;4217
FAREMOUTIERS-POMMEUSE;87116277;DIM;2023-11-19;2023;P;P;De 16h à 20h;64
PARIS-GARE-DU-NORD;87271031;JOB;2024-01-16;2024;H;H;De 16h à 20h;39390
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;87276220;JOB;2024-05-03;2024;D;D;Avant 6h;803
FERRIERES-FONTENAY;87684241;JOB;2024-01-16;2024;R;R;De 10h à 16h;56
PARIS-MONTPARNASSE;87391003;DIM;2024-01-21;2024;N;N;De 6h à 10h;1450
VIROFLAY-RIVE-DROITE;87382887;DIM;2024-01-21;2024;L;L2;Après 20h;139
PARIS-SAINT-LAZARE;87384008;JOB;2024-01-16;2024;L;L3;De 6h à 10h;5347
FRANCONVILLE-LE-PLESSIS-BOUCHARD;87276071;JOB;2025-06-02;2025;C;C;Avant 6h;88
VIRY-CHATILLON;87681312;SAM;2024-02-03;2024;D;D;Après 20h;500
VULAINES-SUR-SEINE-SAMOREAU;87682443;DIM;2024-01-21;2024;R;R;Avant 6h;2
FREPILLON;87276659;DIM;2024-01-21;2024;H;H;De 6h à 10h;30
POISSY;87386573;DIM;2021-05-12;2021;J;J5;Après 20h;169
GARGES-SARCELLES;87276196;JOB;2024-05-03;2024;D;D;De 10h à 16h;10581
PONT-DE-L'ALMA;87393041;DIM;2025-09-02;2025;C;C;De 10h à 16h;1695
PONT-DE-L'ALMA;87393041;JOB;2025-06-02;2025;C;C;Après 20h;801
GISORS;87381244;SAM;2024-01-20;2024;J;J6;De 16h à 20h;87
PRECY-SUR-OISE;87276410;SAM;2024-01-20;2024;H;H;Avant 6h;0
GRAVIGNY-BALIZY;87393645;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;186
PUTEAUX;87382382;JOB;2024-04-23;2024;U;U;De 6h à 10h;959
RAMBOUILLET;87393314;DIM;2024-01-21;2024;N;N;De 6h à 10h;146
GROSLAY;87276360;JOB;2024-01-16;2024;H;H;De 16h à 20h;536
ROMAIN-ROLLAND;87704296;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;196
HOPITAL-DE-MONTFERMEIL;87704338;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;191
ROSNY-BOIS-PERRIER;87113696;DIM;2022-03-20;2022;E;E;Avant 6h;31
HOPITAL-DE-MONTFERMEIL;87704338;SAM;2021-11-09;2021;T4;T4;Après 20h;108
HOPITAL-DE-MONTFERMEIL;87704338;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;327
SAINT-MAMMES;87682294;JOB;2024-01-16;2024;R;R;De 10h à 16h;95
IGNY;87393561;SAM;2025-08-02;2025;C;V;De 16h à 20h;92
SAINT-MICHEL-NOTRE-DAME;87547315;DIM;2025-09-02;2025;C;C;Avant 6h;175
ISLES-ARMENTIERES-CONGIS;87116616;SAM;2023-09-16;2023;P;P;De 6h à 10h;23
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;158
JAVEL;87393066;JOB;2025-06-02;2025;C;C;Avant 6h;24
SAINT-OUEN-L'AUMONE-LIESSE;87337980;SAM;2025-08-02;2025;C;C;Après 20h;65
L'ABBAYE;87113886;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;310
LA-BORNE-BLANCHE;87276287;DIM;2024-03-03;2024;D;D;De 16h à 20h;27
LA-CELLE-SAINT-CLOUD;87382432;DIM;2024-01-21;2024;L;L2;De 10h à 16h;562
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;DIM;2025-09-02;2025;C;C;De 16h à 20h;181
LA-COURNEUVE-AUBERVILLIERS;87271304;JOB;2023-10-10;2023;B;B;Avant 6h;1109
SANNOIS;87276188;JOB;2024-01-16;2024;J;J4;De 10h à 16h;1468
SAVIGNY-LE-TEMPLE-NANDY;87682187;JOB;2024-05-03;2024;D;D;Après 20h;246
SEVRAN-BEAUDOTTES;87271445;SAM;2019-03-16;2019;B;B;De 16h à 20h;3176
LA-FERTE-ALAIS;87681452;SAM;2024-02-03;2024;D;D;Avant 6h;3
SURESNES-MONT-VALERIEN;87382374;SAM;2024-04-27;2024;U;U;De 10h à 16h;149
LA-FERTE-MILON;87116673;SAM;2023-09-16;2023;P;P;De 16h à 20h;13
THUN-LE-PARADIS;87381822;SAM;2024-01-20;2024;J;J6;Après 20h;31
